id,title,description,handle,publishedAt,thumbnailUrl,country,viewCount,subscriberCount,hiddenSubscriberCount,videoCount
UCluiFIVPK1uGkB8TFUVgX5w,BiteSizeVegan.org,"Want to learn about veganism but overwhelmed by your search results? You’ve come to the right place! Bite Size Vegan is veganism, simplified.   Veganism is for everyone. Whether you want to learn how to go vegan, how to live vegan, how to educate others, or are just vegan-curious, you are welcome here!   Get notified: 🎉 Telegram: https://t.me/BiteSizeVegan 💌 Newsletter: https://bitesizevegan.org/subscribe/ 🔔 YouTube failing to notify? See: https://support.google.com/youtube/answer/7391308 (PLEASE NOTE: YouTube NO LONGER SENDS EMAILS ABOUT NEW VIDEOS - even though that article says they do! For more reliable notifications, please subscribe to my newsletter or Telegram)  Find what you're looking for at BiteSizeVegan.org: 🔎 Try the Guided Search: https://bitesizevegan.org/guided-search/ 📚 Browse: https://bitesizevegan.org/browse-all-content/  Bite Size Vegan is a 501c3 nonprofit offering free, open-access to solid information.  450 Hwy 1 West #158 Iowa City, IA, 52246 USA ",bitesizevegan,2013-01-12T20:18:25Z,https://yt3.ggpht.com/Rd4qAmzkljxwTMvTx7_-CMGaO7Cr6CV-0fHlQ8JqZ6zT9oiZg4oncmpCvtM2U5eTTrxtnx8i=s240-c-k-c0x00ffffff-no-rj,US,28573581,183000,FALSE,376
UCalf6t4VdIx55Ppqpl83oBg,Ryuji Chua,"Ryuji Chua is a filmmaker and animal advocate focused on challenging how we think about and treat animals through education.  He’s been a guest speaker at schools like the University of Warwick and the University of Chicago, produced videos for leading animal rights non profits like Surge, Sentient Media and Faunalytics, and was featured on The Daily Show with Trevor Noah to talk about animal ethics and his independent documentary “How Conscious Can a Fish Be?”  He currently serves as an advisor for the Vegan Hacktivists. ",ryuji_chua,2018-01-23T19:30:54Z,https://yt3.ggpht.com/R4kvZYWU3lNeMrzVNqzxtxM5V_AACPvSTSommLoeRyOKPAIUDdV1iv16DIqQLMkws92CzUWUydc=s240-c-k-c0x00ffffff-no-rj,,352281,11900,FALSE,15
UC3W81JhmM9H8XYiS6pfnRiQ,Hudson Tarlow,"22 year old vegan musician based out of Nashville, Tennessee. ",hudsontarlow,2018-01-22T02:48:22Z,https://yt3.ggpht.com/dGJXHRVaatCNJ3aoqgGHtpC4tFd5AOwxIyfQQ0tpwoQNEQq1N1Y9B60Rmgq6zMyAdIXvXACA=s240-c-k-c0x00ffffff-no-rj,US,14827,3120,FALSE,14
UCemKrnBU6PDqkhw8arNwF4Q,VeganProteins,"We are vegan coaches who have been coaching vegan athletes for 12 years.  We post videos about food, fitness, nutrition, and lifestyle.  We release new videos once a week, usually on Tuesdays at 3pm EST.  And we love requests!  Let us know what you want to see!",veganproteins,2013-03-29T21:22:01Z,https://yt3.ggpht.com/ytc/AIdro_l9k8hJVWkbyd4LVg8w_k0P7_6f1VHFN8eG7VNdz6iOXA=s240-c-k-c0x00ffffff-no-rj,,416279,7080,FALSE,618
UCorV42FXJS0rbdIzRhsmuFg,Plant Built,"We're a non-profit organization of vegan fitness and bodybuilding competitors. The only thing we are killing out there...is the stage!  Plant Built was founded in the fall of 2012 by a group of seasoned and novice physique competitors. We all shared the same goal of promoting a plant-based diet in a sport where eating animal products is widely accepted as the only way to achieve success and abstaining is seen as absurd, if not blasphemous. Vegan athletes in the full spectrum of fitness and bodybuilding divisions were asked to join a group that would compete en masse at one show in the summer of 2013. The group chose the Austin, Texas ""Naturally Fit Super Show"" as their debut and will be competing with at least 20 members this July. The group plans to compete annually and welcomes fellow vegan athletes.",plantbuilt,2013-10-07T18:03:52Z,https://yt3.ggpht.com/ytc/AIdro_l-TS5e6GqFOJ-0wpLlq00mVB8z4uSHzVfqc4MLALW1_g=s240-c-k-c0x00ffffff-no-rj,,22800,760,FALSE,21
UC-q4j_ttUgWmir4-Cwh_Hrg,That Vegan Teacher,"Fighting racism, homophobia and veganphobia, while trying to save the planet and the animals who live here. ",thatveganteacheryoutube,2018-07-21T11:06:18Z,https://yt3.ggpht.com/Kd3jQbJ13xpDprG8jZEVJC0KgyrokE_5OjTrWL-6cuZpiKiOZZ5JDA6_0NXuKkHVmffI-3Zb=s240-c-k-c0x00ffffff-no-rj,CA,98098901,254000,FALSE,2860
UCOo6-OQIgEnzQW-0T6_HECQ,Tash Peterson,"Why should YOU be vegan? ➡️ https://watchdominion.org  ❗️Veganism is an ethical view against slavery, r*pe, torture, abuse & murder of non-human animals. Every moment you choose NOT to be vegan, non-human animals are abused & murdered on YOUR behalf  ❗️ The flesh (meat), dairy, egg, honey, skin (leather), wool, fur, down (feathers), scales, silk, non-human animal breeding (pets), captivity (zoos & aquariums), entertainment (circuses), racing (horse & greyhounds) & testing (beauty products etc.) industries are exploitative, abusive & UNETHICAL  ❗️SPECIESISM = RACISM = SEXISM: ALL are forms of OPPRESSION & VIOLENCE   ",vganbooty,2009-01-15T05:05:46Z,https://yt3.googleusercontent.com/I8Qo-jQAWJvGQ0KsSaSTCaLXm1sKAT1XklQKyX7OM9NlheZh1k6_r9G7mlwdhEWElAbXWzLykQ=s160-c-k-c0x00ffffff-no-rj,AU,136244510,109000,FALSE,776
UCBa4PFp85WLj6T6HYVF0FdQ,Carnism Debunked,"Debates, debunks, animal rights movement commentary, and spicy livestreams!   Join the conversation and let's advance animal rights together! ✊  George ",carnismdebunked,2017-11-28T11:36:34Z,https://yt3.ggpht.com/OZRuNBFTrTm8Ym--8tuJL50GjoRVY2uZGRR_uoV6G14f79bm4zewIMnGaOKfMA5Ywf8uBZFpaA=s240-c-k-c0x00ffffff-no-rj,GB,380384,5030,FALSE,182
UChD3chubIKyNo0Z2TppQ-Fw,Clif Grant,,clifgrant,2018-01-02T21:42:25Z,https://yt3.ggpht.com/ytc/AIdro_npRhmyeXt-z7OaUh-w2XtRsOYoy3TtPX48aifl3_VMGg=s240-c-k-c0x00ffffff-no-rj,,345674,3940,FALSE,210
UCuaj1eVLt9O2aHRN-ULEXiQ,Arvind Animal Activist,,arvindanimalactivist8192,2016-12-30T09:34:07Z,https://yt3.ggpht.com/ytc/AIdro_mmgQqo2jAKiNrDM4yFDDAfTm7BmyqyLpPNJKAct76tsKw=s240-c-k-c0x00ffffff-no-rj,,51438051,217000,FALSE,314
UC6rdfXhEoh2xoZ1B7_7EzXQ,Mel & Steve,We are Mel and Steve husband and wife who want to do everything we can to stop animal exploitation and help to get animal liberation.   Come with us as we take to the streets to talk to the public about why they are not vegan yet!  We hold debate tables!  Public stunts!  And so much more!   If we can live healthy and happy without harming others  Why wouldn’t we?  We won’t stop until every cage is empty! 🌱💪,itsmelandsteve,2023-03-03T14:52:06.846017Z,https://yt3.ggpht.com/KFa03KnmtTqxYhkU8AJmCp8u-1r8sxiKfWONK51soXd-sJCOCI-9eyGXeVgx3gnin8phl9qqaA=s240-c-k-c0x00ffffff-no-rj,GB,1741717,5650,FALSE,501
UCRKQmlXAysKoQ1YVM1wanrQ,The Militant Vegan,"#NOTBEINGVEGANISNOTOK - Here's why: AN3X.ORG - Watch DOMINION 🎥  ➡️ Here you can find all my links and contact options: https://beacons.ai/themilitantvegan  ➡️ 💦 Support me on my wild side: https://linktr.ee/diewildeveganerin 💋😈👙💦   ❗ Don't forget, it's never harder for you to be VEGAN than it is for the animals at the slaughterhouse. You have the human privilege to end the animal industries - the animals don't.  💬 Questions? Write me: therealmilitantvegan@gmail.com  ❤️ If you find this work valuable, please support me via PATREON: https://www.patreon.com/diemilitanteveganerin ❤️ PayPal: https://www.paypal.com/paypalme/Raffaela4321  Wanna talk? Join the community: https://discord.gg/veg ",themilitantvegan,2022-05-18T16:36:11.42796Z,https://yt3.ggpht.com/7LRYr502SSNYzMMjDDg-xtdNwBi7DeAHj1QWsBj8Ugm8AItxgEVMq0H5Htx79K3NSiwH-j5zeNY=s240-c-k-c0x00ffffff-no-rj,,537404,1850,FALSE,100
UCgfnQIQVXWBwLPxYRvcsv2g,edgarsmission,"Edgar’s Mission is a not-for-profit farmed animal sanctuary that seeks to create a humane and just world for all.  Through education, outreach, advocacy, community enrichment, and tours, we encourage people to expand their circle of compassion to include all animals.  Edgar’s Mission sanctuary is set on 153 peaceable acres in Lancefield, nestled in the tranquility of the Macedon Ranges in Victoria. Now home to between 350 and 450 formerly farmed animals at any given time, it all began with a girl, a pig, and a dream.  “If we could live happy and healthy lives without harming others, why wouldn’t we?”  ",edgarsmission,2007-10-09T01:12:34Z,https://yt3.ggpht.com/32FHn-OoSm3CkcH0ce27ZB39cIqQH1m_2fTEmhaa5mgK7oiwTkZW1o569ylLTkXXSqxcd1_zRUc=s240-c-k-c0x00ffffff-no-rj,,20334388,58100,FALSE,196
UCpeB3rt-FyTxT5w0JrjpQEg,Complement Plant-Based Nutrition,Live your healthiest life. Groundbreaking plant-based nutrient solutions to help you live healthier for longer.,complemented,2020-08-07T15:14:37.762672Z,https://yt3.ggpht.com/ed1Dffra2bVnqI3H5u8Rd_xUwbC-3_zMoGnmMy-D3jrT7iGpXF7HyxNs0HY7bT48y0fk0T-v2w=s240-c-k-c0x00ffffff-no-rj,,229719,525,FALSE,98
UC5VKmVnpAneMg9KE-9rHcwg,Vegan Gaze,We put the 'lads' in salads   Connect with me further: https://direct.me/vegangaze  For queries e-mail to vegangaze@gmail.com ,vegangaze,2014-01-24T19:04:13Z,https://yt3.ggpht.com/BJSGnF_gbjhpU8s-c2x7O8M4owrNsUgrw73P3kbu3giVmfK7JsBIXwrNuPL5eTcVWbPZz52Wng=s240-c-k-c0x00ffffff-no-rj,GB,1007797,8450,FALSE,582
UC6IvbjvnCaYp3M-rHUAyULw,Jamie's Corner,"🎥 YouTube show 🎙Podcast 🌱 Veganism, Animal Rights, Health & Wellness Content  ",jamiescornershow,2010-10-29T00:27:59Z,https://yt3.ggpht.com/-RKNAkAQHjkNBtwUMxnB-6I3zxq1_0c1kP0oDUNKlZ0dcYVr6tzIGiG7sUPhGmM_1zPAbVnF9Q=s240-c-k-c0x00ffffff-no-rj,US,3479000,10000,FALSE,329
UCIDHwMmlUbm1LfYHi0KfY2A,Jack Higgs,Stop abusing animals by living vegan 🌱 ,jackhiggs269,2018-10-04T04:38:21Z,https://yt3.ggpht.com/-VRXUktdTRG3_h8oXG2KYiIOyQcxyVSDtnFgdRfC18dlsgfu-FbivOyYXfnXkQ7K8nMd1YtqDg=s240-c-k-c0x00ffffff-no-rj,AU,44026413,25100,FALSE,183
UCJRjK20fHylJyf-HiBtqI2w,PLANT BASED NEWS,"As an impact media platform, PBN aims to educate & inspire its audience through unique stories, news, & features.  With an award-winning news team & a network of health and climate experts, they provides the resources & information needed to make the shift to a sustainable diet & lifestyle both informed & easy. The platform uses the art of storytelling to unpack data about diet, climate, & ethics, bringing readers the most important news about the shifting planet.  PBN is committed to providing an open-minded approach to news, recognizing that its readers are more receptive to new ideas than mainstream media often give them credit for. The platform's editorial team, video producers, & experts are dedicated to speaking truth to power & delivering content that reflects its readers' values & beliefs. ",plantbasednews,2015-04-11T06:29:41Z,https://yt3.ggpht.com/ytc/AIdro_kbi5UcKeqqbtu8SScGtJ7n01fmPXL7Gzy1FcjLY9yZYg=s240-c-k-c0x00ffffff-no-rj,GB,72172067,607000,FALSE,1156
UCf_M41aNZ0tDeyP-32aPEIw,Humane Hancock,"Jack Hancock-Fairs is a filmmaker and animal advocate who creates educational resources about animal ethics.  Jack's work covers factory farming, farmed animal suffering, veganism, wild animal suffering, speciesism, digital sentience and effective altruism.   His YouTube videos on animal ethics have been viewed over 3 million times, and he is currently directing a documentary called The Dying Trade, which explores his relationship with his father who is employed as a slaughterhouse worker.   He is known for spreading concern for wild animal suffering within the animal movement.  To support his work, visit: patreon.com/humanehancock Show less ",humanehancock,2017-12-19T20:20:12Z,https://yt3.ggpht.com/ytc/AIdro_nHMEGcI8PxO0vdIbD5hdsDERWUfdWw8gozBw0BEOHl19g=s240-c-k-c0x00ffffff-no-rj,GB,3244513,21200,FALSE,234
UCI4MQIMd7ojLlr8NwwFxeQA,tomasanonymous,"Advocating for animal rights, because animals can't speak for themselves.",tomasanonymous,2017-06-20T15:22:07Z,https://yt3.ggpht.com/G-sTBDKQXVu5h74vmqEqfi-o8Ibu1dY6_08OLxI5jycOZT5sm9gtsUHaLGj-Wy1nI0H6177j=s240-c-k-c0x00ffffff-no-rj,GB,49700,645,FALSE,97
UCaeGcyohbeVjNPEKSal0pCA,Vegan Camp Out,,vegancampout,2017-04-12T21:12:11Z,https://yt3.ggpht.com/ytc/AIdro_kSe337ydE6-gmca2mm6X9sZJTXZbJJLIAa4Ws69AhAFg=s240-c-k-c0x00ffffff-no-rj,,68939,855,FALSE,10
UCfaLzWu44t7TrOMxf5n2dYw,Plant Chompers,Fabulously entertaining and informative stories about plant dominant diets.  More about me: https://ruthtalksfood.substack.com/p/youtuber-makes-veganism-cool ,plantchompers,2020-07-29T04:35:12.306644Z,https://yt3.ggpht.com/ytc/AIdro_mao-u0-NTDKbTj8DoVrc6WpBZBNaYYn2oSKFDfO7cjLQ=s240-c-k-c0x00ffffff-no-rj,US,9004117,111000,FALSE,84
UCnAKAhkamTs98N25nkPBOgQ,Soytheist,"This channel is dedicated to the open discussion of difficult topics such as animal rights, identity politics, religion, etc.  Due to the current political climate, many fear speaking openly about these matters out of fear of being accused of being too tone-deaf to the struggles of the marginalized. Given the position I am in, I have to worry much less about such baseless accusations. As such, I provide straightforward, no-nonsense analyses of the issues I cover.  ",soytheist,2012-03-15T10:42:13Z,https://yt3.ggpht.com/pFSOSgXNWZAym96CBXfKI4Z9liTjXhu2-lkPNxo1qds9KUGPEq3kywvYnsySirCntdz4m2mf0YM=s240-c-k-c0x00ffffff-no-rj,IN,411270,5850,FALSE,116
UCVHuts96Wg0HKuB8ytUZUXQ,Die Militante Veganerin,"➡️➡️  ALLE MEINE LINKS: https://raffaelaraab.com 👙😈💦  Unterstütze meine Arbeit über meine erotischen Inhalte: https://meinewildeseite.com  💥 WARUM MÜSSEN WIR VEGAN LEBEN? ➡️  https://an3x.org  ____________  IMPRESSUM  (Dieses Impressum gilt auch für meine Social Media Auftritte auf Twitch, Facebook, TikTok und Instagram)  Dr. Med. Raffaela Raab  Hahnstr. 70 60528 Frankfurt  ",diemilitanteveganerin,2021-08-12T11:52:58.607778Z,https://yt3.ggpht.com/WbAaW8QDf8swUBG0SxHzpKkecVQgtbjsQJKdmxo7coPVVHuV1GDBZW-4JelpubvW8NcB1j_O=s240-c-k-c0x00ffffff-no-rj,DE,160840417,127000,FALSE,1293
UCuvHICbM9Y71pSzKSEHYvaA,No Injustice Lasts Forever,"Hello there, thanks for stopping by. I'm Brian and I'm trying to spread the message that veganism is the only path forward if you're against animal abuse and injustice.  Find me on Discord here: NILF#6429  ",noinjusticelastsforever,2014-05-15T02:32:50Z,https://yt3.ggpht.com/fTLpZ9mKG6qDj21RhSflO6BEJP_eZmNi4mcUCIL4MJo1ZI8KuFurIU4nFVnGxCYTcK5cDzKc_A=s240-c-k-c0x00ffffff-no-rj,US,164796,1510,FALSE,128
UCUvm1zr00_n8NOU2OXv_XSQ,Elwood Dog Meat,"Delicious dog, since 1981. Family-owned & dedicated to offering our friends & neighbors the most humane, sustainably raised dog meat available. Please learn more at https://www.elwooddogmeat.com. Have questions, please see our website, satire. ",elwooddogmeat,2021-08-30T02:44:52.624614Z,https://yt3.ggpht.com/iszrTdtVC-8KbwYch6iGcSmRtxDHlIlMZsL82mpKl_k-WGBmHD-0ycAcCUvBRahXrbtUBRpbc0Y=s240-c-k-c0x00ffffff-no-rj,,69259,1130,FALSE,33
UCzA0E0DxRu1WHwzYpC3yCnQ,Very Vegan Mom,My name is Sheena and I talk to people about veganism. ,veryveganmom,2022-09-08T22:03:15.173845Z,https://yt3.ggpht.com/KQZsw5NRXc2jocYSe-BMElvavhY_GKplXZgBHdY39F1g1cTJG7usLw8xJM87nMfFFBbOpsPQ=s240-c-k-c0x00ffffff-no-rj,CA,32450,1210,FALSE,32
UCxUBdi8dX80KRhPcOp3puxw,Vegan FTA,"We are a small team of vegan activists who are committed to fighting for a vegan world. We want people to get involved in vegan activism across the board, whether it's protesting or creating a positive dialogue for change -- we support activism in all its forms.  We create videos highlighting the work of activists and animal rescuers. We write and publish articles on all aspects of veganism. We share articles, videos, and images from other creators. We've grown a large community of people who are vegan for the animals.  By joining our community, you can help expand the amount that we're able to do and increase both its reach and impact!",veganfta,2019-01-30T20:19:48Z,https://yt3.ggpht.com/ytc/AIdro_lVzX-fLG7Iud2oVHAFmPuQF9F80PJLSDgWVz3MuCbxfg=s240-c-k-c0x00ffffff-no-rj,US,46154227,154000,FALSE,1989
UCBpmAqcSWcaVxRE8nAgtowQ,Vegan FTA Español,Vegan for the Animals ¡en español! (Vegan por los animales) 🌱 | El futuro es VEGANO ✊ | SÍGUENOS si eres vegan por los animales!  Acompáñanos para más veganismo en español 👉 linktr.ee/veganfta_espanol  Vegan For The Animals (Vegan por los animales) es una organización dedicada a crear conciencia social para ayudar a los animales y el planeta mediante la promoción de un mensaje vegano. ,veganftaespanol,2022-05-11T22:56:31.632809Z,https://yt3.ggpht.com/wnJIo6t9QQ3D-t8vA5jPT2P-J8_x8MBQel8bf-kR3LCcEAVQOp6c-A47NDpUoMh3koFVdnHh-_c=s240-c-k-c0x00ffffff-no-rj,MX,886415,3230,FALSE,455
UCV8d4At_1yUUgpsnqyDchrw,That Vegan Couple,"Veganism, Animal Rights Activism, Health, Fitness, Minimalism, Travel and more.  ** Check out our PODCAST linked below!  ** Also check out our WEBSITE linked below for Free Gifts, Our Health & Lifestyle Guide, eBooks, Blog, and Vegan Online Shop!",thatvegancouple,2014-04-15T03:24:38Z,https://yt3.ggpht.com/ytc/AIdro_nTtN0y9uexeRyh1Q2RREWf2NTwXpH3oeQz4xMm77t3FG8=s240-c-k-c0x00ffffff-no-rj,,26398699,134000,FALSE,858
UCxInTCGF91NpMnWK4MdmnRA,Veganography,"Mission Veganography empowers people to make more plant-based choices through inspiring and informational video content.  Vision Veganography seeks to make the world a more beautiful place for all living beings by empowering people to make choices that shift the consumer market towards predominantly plant-based products, thereby making plant-based living the default lifestyle of humanity. ",veganography,2022-11-09T15:25:15.044609Z,https://yt3.ggpht.com/St10vy-Jww7R5sNxG_-nTLqaGJ377hHO4kOJ3rfimsC8ulRP23mY6rSBRhX0n6as-kQqM7X2=s240-c-k-c0x00ffffff-no-rj,,18398,137,FALSE,17
UCsRzBREnKIbPiEy2aryuybw,Vegan Power Lab,🐮 Vegan for the animals 🏋️ Weight lifter 🤓 Skeptic / critical thinker ,veganpowerlab,2007-04-26T10:28:05Z,https://yt3.ggpht.com/_CBH5PRcNHf1cyfCcDsKNu4oz1FGAY5etgjdz9zUlMik7kl5S-xOkPeallMYhpM0a0kDAS6jDw=s240-c-k-c0x00ffffff-no-rj,NL,227351,1710,FALSE,202
UCwLmyYOTcSYV-MMZ-INyVwQ,Fundación Santuario Vegan,"Fundada en septiembre de 2011, Fundación Santuario Vegan ofrece un hogar seguro a los animales considerados de granja. Son animales que han sufrido la explotación más directa, en granjas donde son confinados, enjaulados, donde muchos de ellos no reciben atención veterinaria y mueren demasiado jóvenes o enfermos. En Santuario Vegan reciben la posibilidad por vez primera de vivir sus vidas en libertad, de disfrutar de sus amigos y establecer vínculos familiares con otros animales. Aquí reciben una cuidada alimentación, atención veterinaria, cariño y la seguridad de un hogar. Ahora estamos en una situación de URGENCIA. Tenemos que mudarnos, ya que tenemos una orden de desahucio para el 21 de septiembre de 2023. Más info en: https://santuariovegan.org/ayudanos-a-cambiarnos-de-terreno/   Para autorizaciones de uso y descarga de los vídeos del santuario  a info@santuariovegan.org Siempre que se publiquen vídeos en otras plataformas, debe indicarse la autoría del mismo.",santuariovegan,2012-01-19T23:01:20Z,https://yt3.ggpht.com/ytc/AIdro_nbY6x21AU11uQQT1AXnVtqJfZSicxEKv5iPTdefX-Zexk=s240-c-k-c0x00ffffff-no-rj,ES,19380609,39800,FALSE,2669
UCTq5dN1G_43JHO_y2TlbX0Q,AVO,Helping others align their actions with their values.,amazingveganoutreach,2018-02-07T06:06:26Z,https://yt3.ggpht.com/ytc/AIdro_lI15F7qmtG3_S1_nv1JkWW3tokoMgA_kLRZQSXNbYfS-I=s240-c-k-c0x00ffffff-no-rj,CA,583877,10000,FALSE,38
UCsU5QtzfvVX2DFcmIYM3aRg,Edmonton Vegan Outreach,,edmontonveganoutreach1003,2019-08-18T15:35:18Z,https://yt3.ggpht.com/ytc/AIdro_lERO2mh5Zkj8ykRCBi725cN4xB1HOcIrkW3MC_pfR4Bg=s240-c-k-c0x00ffffff-no-rj,,52319,881,FALSE,129
UCGNLzT3XYBxZ_JX0S6rQnFg,Vegan FTA Philippines,Vegan For The Animals is an NGO dedicated to creating social awareness towards helping animals and the planet by promoting veganism.  Now in Philippines to amplify more of the vegan education / media of the main VeganFTA. ,veganftaphilippines,2022-05-22T08:25:06.18144Z,https://yt3.ggpht.com/K7xtWuoiywCW_MKGo52MnquL455sEas2S8HvmTI3ph4Jl5Z7uVlw0HktbXc9o6RuH5uzgwU7wQw=s240-c-k-c0x00ffffff-no-rj,,75352,222,FALSE,104
UC0elBBwkFyQUmPigXmZoTtA,Patricia Nonis,Patricia is a PhD Law Candidate and Australian qualified lawyer of the Supreme Court of NSW in Australia. Pat is an Honours Graduate of the University of Sydney and Macquarie Law School and occasionally writes on Substack:  https://patricianonis.substack.com/   Views are the author's own.   ,thatveganlawyer,2015-11-25T05:53:50Z,https://yt3.ggpht.com/1kxJHlNY9-NuLX6M_pSdQW2INM_-YjbI4ny-Athvkes6uX7Yr6-r5kp1lN_LxDqFt-nb-rt9IFg=s240-c-k-c0x00ffffff-no-rj,AU,9463,4190,FALSE,21
UC85qo7ShfHi7ncNIDO74-LQ,Jung Brutal Vegan,📍aus Berlin Tierrechtsaktivist:innen 🐾 Gegen jede Form von Ungerechtigkeit ✊🏻✊🏿✊🏽 Wir sprechen mit Menschen über Veganismus 🌱 https://linktr.ee/JungBrutalVegan ,jungbrutalvegan,2021-06-29T10:14:48.454976Z,https://yt3.ggpht.com/H-_Eiqh9l8aXWvLZghMqAHzp1-86gEMICEurnHrfbK6Wfwd_DHw0NEIGWf_3OEXgFw-WleAMMg=s240-c-k-c0x00ffffff-no-rj,DE,2982455,6790,FALSE,145
